tanggal,judul,isi
07 Des 2019,Bagaimana Nasib Harley Davidson yang Diselundupkan Garuda Usai Disita,"Jakarta - Direktur Jenderal Kekayaan Negara (DJKN) Kementerian Keuangan Isa Rachmatarwata menuturkan, nasib Harley Davidson dan sepeda Brompton yang diseundupkan lewat Garuda Indonesia tengah menunggu kepastian dari Direktorat Jenderal Bea dan Cukai (DJBC).Hingga kemarin, ada beberapa opsi yang muncul. Yakni, dilelang, dihibahkan, atau dimusnahkan. Keputusan berada pada DJBC selaku penyita.Baca Juga""Harley Davidson itu masih peretelan kan. Itu menurut saya secara awam kan sitaan Bea Cukai. Akan ada ketetapan di Bea Cukai seperti apa, disita, dirampas, berarti ditetapkan menjadi milik negara,"" ujarnya di kantor DJKN, Jakarta seperti dikutip dari Jawapos.Seandainya barang tersebut dilelang, mekanismenya harus melalui sistem lelang elektronik DJKN. Isa mencontohkan barang sitaan DJBC berupa pakaian bekas yang beberapa waktu lalu dimusnahkan. Sebab, pakaian bekas impor memang tidak boleh diperjualbelikan karena sejumlah alasan.Bukan hanya pakaian. Beberapa barang sitaan seperti handphone yang tidak memiliki nomor registrasi, minuman keras (miras), hingga rokok pun harus dimusnahkan. ""Secara teoretis kan rokok membahayakan kesehatan. Harus dimusnahkan,"" jelasnya.Namun, kondisi berbeda berlaku untuk dua sepeda Brompton. Dua sepeda Brompton yang ditemukan itu merupakan keluaran baru. Berbeda dengan Harley Davidson yang keluaran 1970. Untuk sepeda Brompton tersebut, opsinya adalah dilelang, dikembalikan, atau bayar bea masuk. Apalagi, harga sepeda itu bisa mencapai Rp 52 juta per unit.""Kalau Brompton itu, mungkin malah bisa dilelang karena itu kan baru. Brompton baru,"" ungkapnya.Sementara itu, Direktur Hukum dan Humas DJKN Tri Wahyuningsih Retno Mulyani menjelaskan, setelah Harley Davidson dan Brompton itu menjadi barang sitaan, DJBC akan memutuskan tindak lanjutnya. Jika akhirnya diputuskan untuk dijual lagi melalui lelang, itu akan masuk dalam ranah DJKN.""Jadi, harus ditunggu dulu. Nah, kalau bisa dilelang, artinya dijualbelikan di Indonesia karena tidak ada penjualan barang rampasan ditawarkan pribadi,"" katanya.Sebelumnya, Direktur Jenderal Bea dan Cukai Kementerian Keuangan Heru Pambudi menyatakan, pemerintah masih mengkaji nasib Harley Davidson selundupan itu. Salah satu opsinya, pemerintah bakal melelangnya.""Dimusnahkan, bisa juga dilelang, atau bisa juga dihibahkan ke Polri dan TNI. Kan mereka membutuhkan motor untuk keperluan tugas,"" ujarnya di kantor Kementerian Keuangan, Jakarta, Kamis (5/12/2019).Dia mengungkapkan, pemusnahan dan lelang membutuhkan kajian panjang. Kementerian Keuangan akan membahas lebih lanjut dengan Kementerian Badan Usaha Milik Negara (BUMN) mengenai keputusan final barang bukti sitaan itu.Simak berita Jawapos lainnya di sini.Menteri Badan Usaha Milik Negara Erick Thohir memberhentikan Direktur Utama Garuda Indonesia Ari Ashkara atas penyelundupan onderdil Harley Davidson keluaran 1970-an yang didatangkan dari Prancis."
07 Des 2019,Diduga Ngebut Siswi di Tangerang Tewas Usai Hantam Mobil Sedan,"Liputan6.com, Tangerang - Seorang pelajar tewas setelah menabrak mobil di Jalan Raya Pemda, Kabupaten Tangerang pada Jumat 6 Desember 2019.Menurut Kasat Lantas Polresta Tangerang, Kompol I Ketut Widiarta, kecelakaan di Jalan Raya Pemda atau tepatnya perempatan Kejaksaan Negeri Kabupaten Tangerang itu, melibatkan mobil dan sepeda motor yang ditumpangi dua siswi.Awalnya, saat sepeda motor Honda Scoopy yang dikemudikan PD (16), warga kompleks Asabri, Desa Kutruk, Kecamatan Jambe, Kabupaten Tangerang, melaju dari arah Kantor Bupati Tangerang.""Menurut keterangan saksi mata, PD yang membonceng RAR melaju dengan kecepatan tinggi,"" kata Ketut.Sementara dari arah alun-alun, melaju mobil Baleno yang dikemudikan ARS. Pengendara mobil langsung berhenti ketika melihat ada pengendara motor yang melaju dengan kecepatan tinggi.Baca JugaNamun, pengendara sepeda motor kemudian kehilangan kendali sehingga menabrak mobil Baleno yang sudah berusaha berhenti.""Dari keterangan saksi, pengendara motor kehilangan kendali sehingga berbelok ke kanan kemudian membentur pelat nomor bagian depan mobil,"" ujar Ketut.Motor yang dikemudikan PD kemudian naik ke median jalan dan membentur pohon. Akibat kecelakaan itu, PD meninggal dunia di rumah sakit, sedangkan RAR yang dibonceng mengalami luka parah di bagian kaki kiri.""Selanjutnya korban dibawa ke RSIA Harapan Mulia dan dirujuk ke RSUD Balaraja,"" katanya.Enam jenazah korban kecelakaan di Tol Cipali tiba di rumah duka. Seluruh korban berasal dari satu keluarga, seluruhnya dimakamkan dalam satu makam yang sama."
07 Des 2019,Guru Besar IPDN Syarat SKCK Buat Pendaftar CPNS Jadi Ribet,"Liputan6.com, Jakarta Guru Besar Institut Pemerintahan Dalam Negeri (IPDN) Djohermasyah Djohan menilai masih ada persyaratan pendafaran Calon Pegawai Negeri Sipil (CPNS) yang merumitkan pendaftar. Salah satunya yaitu, dimintanya Surat Keterangan Catatan Kepolisian (SKCK) di awal pendaftaran.""Kalau pendaftaran masih ada persyaratan yang tidak dibutuhkan di awal, seperti SKCK ya, ribet kan,"" kata Djohermasyah ditemui di Kawasan Jakarta Pusat, Sabtu (7/12/2019).Baca JugaMenurut dia, sebaiknya pendaftaran awal CPNS cukup dengan melampirkan ijazah pendidikan terakhir saja. Sebab, proses pembuatan SKCK harus melalui beberapa tahapan terlebih dahulu sehingga menyulitkan pendaftar.""Jadi pokoknya ijazahnya yang penting. Birokratif itu kan yang paling penting kualifikasi kemampuannya,"" ucapnya.Selain itu, dia menilai pendaftaran online CPNS juga harus didukung dengan kesiapan dan kecepatan internet yang baik. Terlebih, pendaftar dari daerah-daerah yang terpencil.""Kalau dari daerah kan kasian tu orang-orang, akses susah. Harus ada juga mengembangkan, memperbanyak menara-menara mikrosel itu. Pemdanya aktif juga, kalau enggak kasihan daerah-daerah, mereka enggak bisa melamar,"" jelas mantan Dirjen Otonomi Daerah Kementerian Dalam Negeri itu.Dilaporkan dari akun media sosial Facebook Badan Kepegawaian Negara Republik Indonesia @BKNgoid, tercatat ada 5.044.482 orang yang sudah membuat akun hingga 30 November 2019. Angka ini naik sekitar 20 ribu dari hari sebelumnya.Kemudian, 4.406.310 orang sudah mengisi formulir di akun mereka namun belum mensubmitnya. Sementara, total pelamar yang sudah submit dan telah mendapat kartu pendaftaran CPNS 2019 mencapai 4.132.739 orang.Kementerian Hukum dan HAM masih jadi instansi dengan pelamar terbanyak, begitu pula dengan formasi Sipir baik pria maupun wanita. Total pelamar instansi ini menyentuh angka 708.488 orang.Pendaftaran CPNS 2019 Tidak Berjalan Mulus"
05 Des 2019,Gempa Magnitudo 55 Guncang Sabang Aceh,"Liputan6.com, Jakarta - Gempa magnitudo 5,5 mengguncang Kabupaten Sabang, Aceh, Kamis (5/12/2019). Lindu terjadi pada pukul 16:13:27 WIB.Berdasarkan laman resminya, Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) melaporkan lokasi gempa terletak pada koordinat 6,74 Lintang Utara (LU) dan 94,42 Bujur Timur (BT).Baca JugaGempa berada di kedalaman 32 kilometer atau sekitar 137 kilometer barat laut Kota Sabang, Aceh.Hingga berita ini diturunkan belum ada informasi terkait potensi tsunami atau kerusakan infrastruktur yang ditimbulkan.BMKG memasang alat pendeteksi gempa di Majalengka sebagai antisipasi bahaya bencana gempa bumi. Total puluhan alat pendeteksi sudah terpasang di wilayah Jawa Barat."
07 Des 2019,BPRD DKI dan KPK Temukan Tunggakan Pajak Apartemen Vittoria Rp 11 Miliar,"Liputan6.com, Jakarta - Badan Pajak dan Retribusi Daerah (BPRD) DKI Jakarta menemukan tunggakan Pajak Bumi dan Bangunan (PBB) Apartemen Vittoria Residence di Jalan Daan Mogot, Jakarta Barat sebesar Rp 1,1 miliar.Temuan tersebut terungkap saat BPRD DKI Jakarta bersama Tim Koordinasi Supervisi dan Pencegahan Komisi Pemberantasan Korupsi (KPK) menggelar razia door to door pada Jumat 6 Desember 2019.Baca JugaPetugas pun menemui manajemen Vittoria Residence untuk mengklarifikasi perihal tunggakan sekaligus penagihan pajak.""Untuk total tunggakan PBB di apartemen ini, yakni Rp 1,1 miliar untuk satu tahun yang belum terbayar,"" kata Wakil Kepala BPRD DKI Jakarta Yuandi Bayak Miko seperti dilansir Antara, Sabtu (7/12/2019).Objek wajib pajak tersebut ditempeli stiker tanda belum melunasi pajak di bagian depan lobby apartemen tertanggal 16 Oktober 2019.Saat mediasi, Yuandi mengingatkan manajemen apartemen untuk segera melunasi tunggakan pajaknya agar objek pajak tidak disita dan dilelang.""Proses penagihan surat paksa dilakukan dengan penempelan stiker, berikutnya surat paksa, hingga sita lelang,"" kata Yuandi yang menyebut Apartemen Vittoria Residence telah menunggak PBB sejak 16 September 2019.Alasan wajib pajak belum berniat melunasi pajak karena menganggap properti mereka adalah investasi, sehingga lebih memprioritaskan pembangunannya.""Sementara pajak juga harus didahulukan untuk pembayarannya,"" kata dia.Sementara itu, perwakilan manajemen Vittoria Residence, Febby Himawan mengatakan, alasan pihaknya tunggak PBB karena adanya perbedaan luas tanah antara perhitungan Dinas Cipta Karya, Tata Ruang dan Pertanahan DKI Jakarta dengan tim internal mereka.""Dalam perhitungan Cipta Karya luasnya itu 80 ribu, tapi berdasarkan hitungan hasil tim teknis kita enggak segitu, tapi hanya 73 ribu, makanya kan ada perbedaan dan itu sedang kami urus. Intinya bukan karena kami tak mau membayar pajak,"" kata Febby.BPRD mencatat sedikitnya 170 mobil mewah di kawasan Penjaringan belum membayar pajak dengan total potensi pendapatan sebanyak Rp 5,4 miliar."
07 Des 2019,Wacana Kerja Fleksibel ASN DPR Jangan Sampai Masyarakat Jadi Kelinci Percobaan,"Liputan6.com, Jakarta - Anggota Komisi II DPR, Arwani Thomafi berharap wacana penerapan konsep Flexible Working Arrangement (FWA) untuk Aparatur Sipil Negara (ASN) bisa berdampak positif.""Saya berharap gebrakan yang dilakukan oleh Presiden Jokowi jadi bagian dari keinginan memperbaiki organisasi pemerintahan, organisasi birokrasi ini menjadi lebih baik,"" kata Arwani di Kawasan Menteng, Jakarta Pusat, Sabtu (7/12/2019).Baca JugaKendati begitu, Arwani berharap konsep kerja fleksibel ASN tidak sampai membuat masyarakat menjadi kelinci percobaan.""Di masyarakat terpenting itu adalah semua kebijakan ini jangan hanya menjadi kelinci percobaan semata,"" ungkap Arwani.Dia berharap, konsep kerja fleksibel ASN tak membuat fasilitas untuk masyarakat berkurang. Arwani mengatakan, masyarakat saat ini hanya ingin meningkatkan pelayanan yang lebih mudah dan cepat.""Kita khawatir itu hanya parsial, lalu konsistensi kita menjawab persoalan meningkatkan pelayanan di masyarakat itu terbengkalai,"" ungkap Arwani.Pegawai Negeri Sipil (PNS) akan mendapat libur saat hari kerja. Hal ini merupakan salah satu konsep penerapan Flexible Working Arrangement (FWA) yang sedang disiapkan.Komisioner Komisi Aparatur Sipil Negara (KASN) Waluyo Martowiyoto mengatakan, beberapa konsep FWA pada PNS adalah flexi working time atau waktu kerja PNS yang fleksibel dan flexible working space atau PNS lebih fleksibel dalam memilih tempat kerja.""Jadi uji coba FWA adalah flexible working time. Jadi bisa jadi umpamanya kalau biasanya kerjanya jam 7 ada yang 8.30, ada mungkin jam masuk jam pulangnya beda,"" kata Waluyo, saat menghadiri Pilot Project Manajemen Kinerja PNS Berdasarkan Peraturan Pemerintah Nomor 30 Tahun 2019, di Kantor Kementerian Pemberdayaan Aparatur Negara Reformasi Birokrasi, Jakarta, Selasa (3/12).Menurut Waluyo, salah satu pilihan untuk menerapkan konsep FWA adalah waktu libur PNS yang lebih banyak, di luar libur Sabtu Minggu. Namun, untuk mendapatkan libur tersebut harus memadatkan waktu kerja.Reporter: Intan UmbariSumber: Merdeka.comMenteri Perencanaan dan Pembangunan Nasional (PPN) atau Kepala Badan Perencanaan Pembangunan Nasional (Bappenas), Suharso Monoarfa merancang kebijakan skema kerja Aparatur Sipil Negara atau Pegawai Negeri Sipil (PNS) tanpa harus ke kantor (telecommut..."
07 Des 2019,GP Ansor Listyo Sigit Punya Kapabilitas Jadi Kabareskrim,"Liputan6.com, Jakarta - Ketua Umum Pimpinan Pusat GP Ansor Yaqut Cholil Qoumas menilai, penunjukan Irjen Listyo Sigit Prabowo sebagai Kabareskrim yang baru merupakan wujud profesionalisme Polri.Gus Yaqut menilai, penunjukan Irjen Listyo Sigit Prabowo sudah tepat karena sosoknya diyakini akan mampu mengemban tugas sebagai Kabareskrim dengan baik dan sanggup menuntaskan kasus-kasus yang ada.Baca Juga""Kapolri memilih orang yang tepat, Irjen Listyo memiliki kapabilitas untuk jabatan tersebut sesuai dengan pengalaman beliau di bidang reserse. Ini wujud profesionalisme Polri, dan saya yakin Kabareskrim baru akan menjalankan tugasnya secara profesional, menyelesaikan kasus-kasus yang ada,"" kata dia dalam keterangan tertulis Sabtu (7/12/2019) seperti dilansir Antara.Yaqut Cholil mengatakan, dinamika masyarakat yang terus berubah membuat Polri juga terus berbenah.""Irjen Listyo adalah figur perwira Polri yang bersinar karena kapabilitas dan kompetensi beliau sehingga kami yakin dia bisa menyelesaikan sejumlah persoalan yang menjadi pekerjaan Bareskrim yang banyak menumpuk,"" ujarnya.Ia menjelaskan Polri harus terus berpegang teguh pada prinsip-prinsip yang telah diusung mereka yakni profesional, modern, dan terpercaya.""Apa yang sudah dilakukan sebelumnya perlu ditingkatkan dan diperbaiki. Irjen Listyo saya yakin bisa melakukan itu,"" tegasnya.Gus Yaqut menambahkan, penunjukan Irjen Listyo Sigit juga merupakan bukti Kapolri Jenderal Idham Aziz menjalankan terobosan dan konsolidasi di tubuh Polri dengan mengedepankan aspek profesionalitas yang orientasinya memberikan pelayanan dan perlindungan kepada masyarakat.""Sekali lagi, jabatan Kabareskrim yang diisi oleh orang yang tepat ini sangat penting karena fungsi Kabareskrim sangat vital dalam penyelidikan, penyidikan, dan pengumpulan informasi terkait kasus-kasus yang ada. Kapolri melihat itu, memilih sumber daya manusia (SDM) yang tepat sesuai dengan jargon Polri profesional, modern, terpercaya,"" kata Yaqut.Mantan Ajudan Presiden Joko Widodo atau Jokowi, Irjen Listyo Sigit, akan menjabat sebagai Kabareskrim. Sebuah posisi bergengsi di Korps Bhayangkara.Rotasi jabatan ini tertuang dalam Surat Telegram Polri nomor ST/3229/XII/KEP./2019 tertanggal 6 Desember 2019.Dalam surat tersebut terdapat beberapa perwira tinggi Polri atau jenderal yang berganti jabatan, termasuk Komjen Firli Bahuri yang semula menjabat Kabaharkam menjadi analis kebijakan Baharkam Polri, jabatan sementara sebelum menempati kursi Ketua KPK.Adapun Irjen Listyo Sigit yang menjabat Kadiv Propam segera menduduki jabatan komisaris jenderal atau bintang tiga.Posisi Kadiv Propam akan diisi Brigjen Ignatius Sigit Widiatmono yang saat ini menjabat Kepala Biro Pengamanan Internal Divisi Propam Polri.Kapolri Jenderal Polisi Idham Azis menunjuk Irjen Pol. Listyo Sigit menjadi Kabareskrim Polri yang baru. Posisi Kabareskrim sempat kosong sebulan setelah Idham dilantik menjadi Kapolri."
07 Des 2019,BPRD DKI dan KPK Temukan Tunggakan Pajak Apartemen Vittoria Rp 11 Miliar,"Liputan6.com, Jakarta - Badan Pajak dan Retribusi Daerah (BPRD) DKI Jakarta menemukan tunggakan Pajak Bumi dan Bangunan (PBB) Apartemen Vittoria Residence di Jalan Daan Mogot, Jakarta Barat sebesar Rp 1,1 miliar.Temuan tersebut terungkap saat BPRD DKI Jakarta bersama Tim Koordinasi Supervisi dan Pencegahan Komisi Pemberantasan Korupsi (KPK) menggelar razia door to door pada Jumat 6 Desember 2019.Baca JugaPetugas pun menemui manajemen Vittoria Residence untuk mengklarifikasi perihal tunggakan sekaligus penagihan pajak.""Untuk total tunggakan PBB di apartemen ini, yakni Rp 1,1 miliar untuk satu tahun yang belum terbayar,"" kata Wakil Kepala BPRD DKI Jakarta Yuandi Bayak Miko seperti dilansir Antara, Sabtu (7/12/2019).Objek wajib pajak tersebut ditempeli stiker tanda belum melunasi pajak di bagian depan lobby apartemen tertanggal 16 Oktober 2019.Saat mediasi, Yuandi mengingatkan manajemen apartemen untuk segera melunasi tunggakan pajaknya agar objek pajak tidak disita dan dilelang.""Proses penagihan surat paksa dilakukan dengan penempelan stiker, berikutnya surat paksa, hingga sita lelang,"" kata Yuandi yang menyebut Apartemen Vittoria Residence telah menunggak PBB sejak 16 September 2019.Alasan wajib pajak belum berniat melunasi pajak karena menganggap properti mereka adalah investasi, sehingga lebih memprioritaskan pembangunannya.""Sementara pajak juga harus didahulukan untuk pembayarannya,"" kata dia.Sementara itu, perwakilan manajemen Vittoria Residence, Febby Himawan mengatakan, alasan pihaknya tunggak PBB karena adanya perbedaan luas tanah antara perhitungan Dinas Cipta Karya, Tata Ruang dan Pertanahan DKI Jakarta dengan tim internal mereka.""Dalam perhitungan Cipta Karya luasnya itu 80 ribu, tapi berdasarkan hitungan hasil tim teknis kita enggak segitu, tapi hanya 73 ribu, makanya kan ada perbedaan dan itu sedang kami urus. Intinya bukan karena kami tak mau membayar pajak,"" kata Febby.BPRD mencatat sedikitnya 170 mobil mewah di kawasan Penjaringan belum membayar pajak dengan total potensi pendapatan sebanyak Rp 5,4 miliar."
07 Des 2019,MenpanRB Kami Masih Ingin Optimalkan PNS 5 Hari Kerja,"Liputan6.com, Jakarta - Menteri Pendayagunaan Aparatur Negara-Reformasi Birokrasi (Menpan RB) Tjahjo Kumolo membantah pihaknya ikut menyebarkan wacana aparatur sipil negara (ASN) atau PNS libur setiap Jumat.""Sampai sekarang kami masih ingin mengoptimalkan 5 hari kerja,"" kata Tjahjo saat ditemui di Kantor Kemenpan RB, Jakarta, Jumat 6 Desember 2019.Baca JugaTerkait dengan wacana libur kerja pada hari Jumat, Tjahjo mengaku bahwa Kemenpan RB belum pernah membahas soal itu. Namun, Tjahjo mengatakan bahwa seseorang sah-sah saja jika ingin melempar wacana di Republik Indonesia ini.""Itu 'kan hanya wacana yang dilempar seseorang 'kan? Namanya melempar wacana, ya, sah-sah saja,"" kata dia seperti dilansir Antara.Kemenpan RB saat ini tengah menyusun kebijakan sehingga PNS dapat bekerja 5 hari secara efektif dan efisien untuk mengoptimalkan pendayagunaan aparatur negara di semua sektor.Salah satu yang dirumuskan adalah bagaimana agar PNS dari jauh pun bisa bekerja tanpa harus datang ke kantor.""Kayak kami di Kemenpan RB, surat masuk dan surat keluar sudah online. Tidak harus ketemu eselon 2 siapa, baru diproses. Proses dari rumah pun juga bisa. Arahnya ke sana,"" kata Menpan RB.Sementara itu, anggota Ombudsman RI Ahmad Suaedi menyarankan agar pemerintah mengutamakan data daripada sekadar membuat ASN senang.""Nah, kalau ini, harapannya orang senang 'kan? Akan tetapi, saya belum bisa tahu ukuran produktivitas. Jadi, yang harus didahulukan adalah data. Saya mesti bertanya, siapa yang diuntungkan dengan itu,"" kata Suaedi di Kantor Ombudsman RI Jakarta, Kamis 5 Desember 2019.Kalau data sudah punya, bisa dianalisis persebarannya, dan ditemukan masalah pelayanan publik ada di mana? Kalau mau percobaan, dilakukan di lokasi yang paling banyak masalah pelayanan publiknya.""Jangan diuji coba di Jakarta. Kalau misalnya di pinggiran dikatakan yang paling banyak masalahnya. Itu percobaannya maksimal di situ,"" ujar Suaedi.Suaedi yakin kalau itu sudah dipetakan dengan jelas, tidak akan sampai menimbulkan kesenjangan antara pelayanan publik yang maksimal di perkotaan dan minimal di perdesaan.Bukan berarti meragukan kebijakan kerja 4 hari kerja untuk ASN. Akan tetapi, kalau itu mau dijalankan, Suaedi meminta tolong agar data dilengkapi sehingga persebaran masyarakat dan kebutuhan layanan publik dipetakan secara jelas.Keris merupakan salah satu warisan bangsa Indonesia selain sebagai senjata, keris ternyata memiliki nilai dan filosofi pelajaran hidup yang tergambar dalam bilahnya, keunikan dan makna tersebut banyak menarik seseorang untuk menjadi kolektor keris."
07 Des 2019,Banjir Bandang Terjang 2 Kecamatan di Lebak,"Liputan6.com, Lebak - Banjir bandang menerjang Kecamatan Bayah dan Kecamatan Cibeber Kabupaten Lebak, Banten, Jumat 6 Desember 2019 sekitar pukul 17.30 WIB. Banjir air bercampur lumpur itu disebabkan hujan di bagian hulu Sungai Cimadur.""Kalau ada hujan dari gunung di Kecamatan Cibeber, itu kan hulu nya yah, pasti berimbas ke Bayah, ada empat desa yang terlintasi Sungai Cimadur, yaitu Bayah Barat, Bayah Timur, Cimancak sama Suaka itu kerendem,"" kata Jaro atau Kepala Desa Bayah Barat, Ridwan, melalui sambungan selulernya, Jumat.Baca JugaKetinggian air saat terjadi banjir diperkirakan mencapai satu meter. Sehingga menghanyutkan berbagai macam barang yang ada di dalam rumah warga.Selain itu, rumah warga pun dipenuhi oleh lumpur yang terbawa air Sungai Cimadur. Beruntung, hanya ada satu rumah yang rusak dan tidak menyebabkan korban jiwa.""Ketinggian kurang lebih satu meter. Rumah yang rusak, sekarang yang baru saya data ada satu, itu rumah bilik. Kalau yang rumah permanen enggak ada yang rusak, cuma berantakan aja, karena di dalem nya lumpur kan. Barang-barang banyak yang hilang, karena hanyut,"" terangnya.Hingga Jumat malam, warga korban banjir bandang belum mendapatkan bantuan dari pemerintah kabupaten (Pemkab) Lebak. Korban terdampak banjir untuk sementara waktu mengungsi ke rumah sanak saudara yang aman untuk ditempati.""Warga sekarang ngungsi di tempat saudaranya, ada juga yang bertahan di rumah nya karena belum ada bantuan dari pihak pemerintah,"" kata Ridwan.Berdasarkan data sementara yang dia himpun, tercatat lima perahu nelayan hanyut saat banjir menghantam hilir Sungai Cimadur. Meski begitu, dia mengingatkan pemilik perahu menunda untuk mencarinya demi keselamatan.""Di Kampung Bayah tugu, kampung nelayan, ada lima perahu nelayan yang hanyut. Korban jiwa dan luka Alhamdulillah tidak ada. Listrik Alhamdulillah tidak padam,"" ujarnya.Di daerah lainnya, yakni di Desa Cihambali, sejumlah rumah dan Masjid ikut terendam banjir bandang. Peralatan sekolah pun ikut hanyut.""Banjir di jembatan bawah, ada rumah dan Masjid (terendam). Sementara idak ada korban jiwa. Peralatan sekolah ikut hanyut. Kerugian diperkirakan puluhan juta,"" kata Jaro Cihambali, Rudiat, melalui pesan singkatnya, Jumat (6/12/2019).Para pengungsi menempatinya secara gratis karena keseluruhan biaya ditanggung pemerintah."
07 Des 2019,Aksi Heroik TNI dan Warga Papua Ganti Bendera Bintang Kejora dengan Merah Putih,"Liputan6.com, Papua - Tentara Nasional Indonesia (TNI) Yonif 754 Komando Strategi Angkatan Darat (Kostrad) bersama warga berhasil menurunkan bendera Bintang Kejora di atas Tower Navigasi, Jalan Yos Sudarso, Kota Agats, Kabupaten Asmat, Papua pada Jumat 6 Desember 2019.Bendera Bintang Kejora tersebut sempat berkibar setinggi 30 meter sejak 17 Agustus 2019. Bersama warga sekitar, TNI berhasil menurunkan bendera yang biasa digunakan oleh Organisasi Papua Merdeka (OPM) itu dan menggantikannya dengan bendera Merah Putih.Baca JugaDansatgas Pamrahwan Yonif 754/ENK Kostrad Letkol Inf Dodi Nur Hidayat mengatakan, pengibaran bendera Merah Putih di Asmat ini dipimpin langsung oleh Letda Inf Laksono selaku Danpos Satgas Pamrahwan Yonif 754/ENK.Menurut Dodi, penurunan bendera Bintang Kejora ini mendapat respons yang sangat positif dari masyarakat. Dodi mengatakan, masyarakat di Asmat menyatakan bahwa Asmat adalah bagian dari NKRI.""Aksi heroik ini merupakan salah satu bentuk dan wujud ketegasan warga masyarakat Asmat yang mewakili seluruh masyarakat Papua bahwa mereka sangat mencintai Indonesia,"" ucap Dodi dalam keterangan tertulis, Sabtu (7/12/2019).Dodi menegaskan tidak ada bendera yang bisa berkibar di wilayah Papua selain bendera Merah Putih. Sebab, Papua adalah bagian dari Negara Kesatuan Republik Indonesia (NKRI).Salah satu warga Asmat, Alowisius yang ikut mengibarkan bendera Merah Putih di atas tower tersebut juga menegaskan bahwa dirinya adalah bagian dari NKRI.""Bendera saya hanya bendera Merah Putih, tidak ada yang lain lagi. Kita masyarakat Papua, kita cinta terhadap Indonesia dan kita cinta terhadap bendera Merah Putih,"" ungkap Alowisius.Ratusan personel polisi Timika bersiaga mengamankan tanggal 1 Desember. 1 Desember merupakan hari ulang tahun Organisasi Papua Merdeka."
07 Des 2019,Bocah 12 Tahun Hanyut di Sungai Ciliwung Ditemukan Meninggal Dunia,"Liputan6.com, Jakarta - Mohamad Sadan Fadilah (12) akhirnya ditemukan Tim SAR Gabungan dalam kondisi meninggal dunia di Sungai Ciliwung, RT 01/01, Kelurahan Sempur, Kecamatan Bogor Tengah, Kota Bogor, pagi tadi.""Sudah ditemukan dalam keadaan meninggal dunia,"" kata Kepala BPBD Kota Bogor, Juniarti Estiningsih, Sabtu (7/12/2019).Baca JugaSadan ditemukan dengan tubuh tanpa balutan baju, hanya mengenakan celana panjang cokelat seragam pramuka. ""Saat ini sudah dibawa ke rumah duka,"" kata Juniarti.Berdasarkan keterangan saksi, Adnan, korban terpeleset saat sedang bermain di Sungai Ciliwung.""Korban bersama teman-temannya sebanyak 10 orang hendak berenang di Sungai Ciliwung dekat Taman Sempur. Korban yang tidak bisa berenang kemudian memisahkan diri mencari spot berenang yang lain. Namun, saat ingin turun ke sungai korban terpeleset ke sedongan yang mengakibatkan tenggelamnya korban,"" kata Juniarti.Upaya penyelamatan sempat dilakukan oleh Andrian, teman korban). Namun, terlepas karena arus sedongan yang cukup kuat.Sadan diketahui merupakan warga Kampung Tegal Manggah RT006/003, Kelurahan Tegallega, Kecamatan Bogor Tengah, Kota Bogor.Sebelum dilaporkan hilang, bocah 12 tahun ini sempat pamit pada neneknya untuk meninggalkan rumah, karena dijemput oleh teman-temannya.""Tadi juga sempat salat Jumat dulu. Terus pamit sama neneknya mau main,"" kata kakak korban, Risma yang ikut menyaksikan proses pencarian adiknya itu.Reporter: Rasyid AliSumber: MerdekaSeorang bocah tewas tenggelam saat berenang bersama kakaknya di kolam yang baru jadi. Saat kejadian, pelampung yang dikenakan korban tiba-tiba terlepas dan ia pun langsung tenggelam."
07 Des 2019,Penumpang Becanda Bawa Bom Pesawat AirAsia JogjaBali Batal Take Off,"Liputan6.com, Jakarta - Pesawat AirAsia tujuan Bandara Internasional Ngurah Rai dari Yogyakarta, batal terbang karena seorang penumpang melontarkan candaan tentang bom, Jumat 6 Desember 2019. Penumpang tersebut mengaku membawa bom.Hal ini dibenarkan oleh Head of Communications AirAsia Indonesia Baskoro Adiwiyono.Baca Juga""AirAsia mengonfirmasi penundaan keberangkatan penerbangan QZ8441 tujuan Bandara Internasional Ngurah Rai, Bali menyusul adanya penumpang yang mengaku membawa bom saat persiapan keberangkatan di Bandara Internasional Adisucipto, Yogyakarta. Kejadiannya kemarin, Jumat 6 Desember 2019),"" ujar Baskoro kepada Liputan6.com, Jakarta, Sabtu (7/12/2019).Menurut dia, petugas keamanan AirAsia kemudian mengamankan penumpang tersebut beserta barang bawaannya. Lalu, petugas memeriksa kembali seluruh penumpang dan barang bawaannya dengan alasan keamanan.Setelah dinyatakan aman, pesawat AirAsia tersebut diberangkatkan pukul 09.59 WIB.Menurut Baskoro, AirAsia mengecam segala tindakan yang mengancam keamanan penerbangan.""AirAsia mengecam segala bentuk tindakan yang mengancam keamanan dan keselamatan penerbangan baik yang disengaja maupun tidak,"" kata Baskoro.AirAsia berterima kasih kepada pihak-pihak terkait dan seluruh penumpang penerbangan tersebut atas kesabaran dan kerja samanya selama proses penanganan gangguan keamanan ini."
